,# YTID,start_seconds,end_seconds,positive_labels
316975,4bMs7XC1I3Y,30.0,40.0,/m/0l14j_
318273,4d-Pn-o-FDo,30.0,40.0,/m/0l14j_
318680,4dYcisI1BsQ,170.0,180.0,/m/0l14j_
318681,4dYfVhOhI1o,30.0,40.0,/m/0l14j_
320664,4gMPQDZOQJ0,30.0,40.0,/m/0l14j_
320911,4gfMcLWrcWg,30.0,40.0,/m/0l14j_
322332,4iaIlkCnnqw,30.0,40.0,/m/0l14j_
322465,4iliicSkQNM,30.0,40.0,/m/0l14j_
324024,4kt7vJNRTCk,100.0,110.0,/m/0l14j_
324910,4m6S6SF4DpY,20.0,30.0,/m/0l14j_
326309,4nyeCkCZiic,30.0,40.0,/m/0l14j_
328074,4qQB0meW2es,110.0,120.0,/m/0l14j_
329659,4sWH4VNnEYA,30.0,40.0,/m/0l14j_
331783,4vKah6NGacI,40.0,50.0,/m/0l14j_
332805,4wlixgIurOU,140.0,150.0,/m/0l14j_
332865,4wr6ZuQSO-s,60.0,70.0,/m/0l14j_
333072,4x82135gCsk,120.0,130.0,/m/0l14j_
333098,4xBIKlmn8_Q,30.0,40.0,/m/0l14j_
333510,4xkbCuIypnk,150.0,160.0,/m/0l14j_
334204,4yl4vibp0P4,30.0,40.0,/m/0l14j_
334683,4zNYtdHPhpQ,0.0,10.0,/m/0l14j_
336211,50T6EiornP4,460.0,470.0,/m/0l14j_
336995,51WhD6xjzsA,30.0,40.0,/m/0l14j_
337646,52QiJyZCOj8,0.0,10.0,/m/0l14j_
339393,54k_j4Y6UjI,50.0,60.0,/m/0l14j_
340561,56FCEct-mEg,0.0,10.0,/m/0l14j_
340721,56T5S5OJc8A,70.0,80.0,/m/0l14j_
341401,57LP9xwHCzM,40.0,50.0,/m/0l14j_
341655,57gjfq4lHKk,16.0,26.0,/m/0l14j_
341995,58BUJgaDmdE,460.0,470.0,/m/0l14j_
343183,59sfrmZIYx0,10.0,20.0,/m/0l14j_
343673,5AXhn7W-NOk,30.0,40.0,/m/0l14j_
343812,5AjzPQ0doKA,20.0,30.0,/m/0l14j_
344172,5BCyjwszn8s,30.0,40.0,/m/0l14j_
345721,5DJyiQtmHmw,50.0,60.0,/m/0l14j_
345913,5DZL6YNu_2w,0.0,10.0,/m/0l14j_
346151,5DrG8-FIW3c,20.0,30.0,/m/0l14j_
346644,5EZv5OyTxFo,290.0,300.0,/m/0l14j_
346811,5Em6eJ-16yo,60.0,70.0,/m/0l14j_
346921,5Ew_N9oSNq0,340.0,350.0,/m/0l14j_
347243,5FLugpTs-mQ,90.0,100.0,/m/0l14j_
347278,5FOyzHwJse8,30.0,40.0,/m/0l14j_
347582,5Fms3DPl8m4,10.0,20.0,/m/0l14j_
348556,5H7CtckfXO8,30.0,40.0,/m/0l14j_
348745,5HMjumEU9dE,0.0,10.0,/m/0l14j_
348902,5H_fcTe4-40,80.0,90.0,/m/0l14j_
349699,5Ih33mMQIog,180.0,190.0,/m/0l14j_
350389,5Jcx_6I5t8s,10.0,20.0,/m/0l14j_
351010,5KY-_hs6h7M,210.0,220.0,/m/0l14j_
351207,5KmxCpqaHCo,190.0,200.0,/m/0l14j_
351267,5KrnLRKe7rw,240.0,250.0,/m/0l14j_
351945,5LnOsmv8-K0,40.0,50.0,/m/0l14j_
353030,5NFlhelGbBQ,30.0,40.0,/m/0l14j_
354160,5Oqv_4Y1jHs,30.0,40.0,/m/0l14j_
354549,5PN5Wxr55Is,80.0,90.0,/m/0l14j_
354650,5PVLZHNKiX8,170.0,180.0,/m/0l14j_
354661,5PW9341vLRE,30.0,40.0,/m/0l14j_
355264,5QJyB5WBwQs,80.0,90.0,/m/0l14j_
356395,5RqxLDi-0n0,220.0,230.0,/m/0l14j_
357838,5ToIweClzxI,30.0,40.0,/m/0l14j_
358363,5UWNy3t5ylA,130.0,140.0,/m/0l14j_
358766,5V4uWR9umYQ,30.0,40.0,/m/0l14j_
358817,5VAYzfvNI1w,240.0,250.0,/m/0l14j_
359059,5VXzJoM-EC4,10.0,20.0,/m/0l14j_
359095,5VaJLTz3kCo,500.0,510.0,/m/0l14j_
359603,5WEheDFVhgQ,10.0,20.0,/m/0l14j_
361032,5YEyIgpHNq4,270.0,280.0,/m/0l14j_
362159,5ZqDLaPq4Xk,20.0,30.0,/m/0l14j_
362189,5Zt3TLdu7e4,30.0,40.0,/m/0l14j_
363166,5aHFR2A5lm4,10.0,20.0,/m/0l14j_
363922,5bQE2Wa1jOo,30.0,40.0,/m/0l14j_
364322,5bz1t3uyQhE,210.0,220.0,/m/0l14j_
364621,5cLZJd6806g,30.0,40.0,/m/0l14j_
365681,5dqE2Dw6GTo,60.0,70.0,/m/0l14j_
367233,5g1MwIqU3aI,40.0,50.0,/m/0l14j_
367594,5gYdE_BHaLw,170.0,180.0,/m/0l14j_
367656,5gcPmBCMZ54,60.0,70.0,/m/0l14j_
368774,5iEpUa8hb98,130.0,140.0,/m/0l14j_
369016,5iaTiG75Lxk,30.0,40.0,/m/0l14j_
369170,5inHfl516VU,0.0,10.0,/m/0l14j_
369402,5jACySq8kwI,30.0,40.0,/m/0l14j_
370191,5kLlaqo2QJw,30.0,40.0,/m/0l14j_
370592,5ktHMa3kChs,30.0,40.0,/m/0l14j_
370762,5l7iGzn8VV8,50.0,60.0,/m/0l14j_
372156,5n8-tomcaR0,90.0,100.0,/m/0l14j_
372282,5nKlbTH9mp4,30.0,40.0,/m/0l14j_
372816,5o5NvVFByls,60.0,70.0,/m/0l14j_
372834,5o6z91n5VeI,30.0,40.0,/m/0l14j_
373328,5opfML0QpRM,30.0,40.0,/m/0l14j_
374524,5qXsrA8YZgw,30.0,40.0,/m/0l14j_
374554,5qa36TlCba4,230.0,240.0,/m/0l14j_
375548,5rz-CmPJMJQ,70.0,80.0,/m/0l14j_
375588,5s1owby_D0E,60.0,70.0,/m/0l14j_
375747,5sFFozWifVQ,30.0,40.0,/m/0l14j_
375780,5sJ9hyELiwg,410.0,420.0,/m/0l14j_
377164,5uHCjIDHCdI,30.0,40.0,/m/0l14j_
377256,5uPD7rdbZGw,160.0,170.0,/m/0l14j_
377670,5uxKh5XRkHE,0.0,10.0,/m/0l14j_
379255,5xIz4SLva7g,20.0,30.0,/m/0l14j_
380158,5ydQx99j07E,30.0,40.0,/m/0l14j_
381338,6-FawtEroEI,30.0,40.0,/m/0l14j_
381374,6-ISPbwCL-E,30.0,40.0,/m/0l14j_
382186,60N_R4MHxNs,30.0,40.0,/m/0l14j_
382581,60vn4ZqbCE0,30.0,40.0,/m/0l14j_
382631,60zQGDnv4JU,90.0,100.0,/m/0l14j_
384183,63Hd1-8nIUI,40.0,50.0,/m/0l14j_
384239,63N6-4KUF5w,30.0,40.0,/m/0l14j_
385860,65dAdVOY9SM,40.0,50.0,/m/0l14j_
387726,68HxJt6CRdo,340.0,350.0,/m/0l14j_
387846,68TCXtnr5yQ,60.0,70.0,/m/0l14j_
387944,68aWxQuYVIA,80.0,90.0,/m/0l14j_
389288,6ASq_xpIz-4,150.0,160.0,/m/0l14j_
389591,6AtOknvFoGk,0.0,10.0,/m/0l14j_
390413,6C4-wiQdDCc,40.0,50.0,/m/0l14j_
390747,6CYPUpv-O4o,30.0,40.0,/m/0l14j_
390981,6CrLtvtZ_Gs,370.0,380.0,/m/0l14j_
392088,6EUvmBVb8eA,30.0,40.0,/m/0l14j_
392456,6F60PwNfi9k,0.0,10.0,/m/0l14j_
393944,6HKIh99DcMI,0.0,10.0,/m/0l14j_
394523,6IBylAs0mkk,120.0,130.0,/m/0l14j_
396323,6KzC13g2ddc,160.0,170.0,/m/0l14j_
397777,6NEOrK2o0h8,50.0,60.0,/m/0l14j_
397880,6NNLLD_LlTw,60.0,70.0,/m/0l14j_
398383,6O9ydKVmxrg,50.0,60.0,/m/0l14j_
399409,6PiGZCaUxHc,0.0,10.0,/m/0l14j_
400467,6RLUkpYv1GE,30.0,40.0,/m/0l14j_
401102,6SIv-rgZ31Q,0.0,10.0,/m/0l14j_
401251,6SUs8pF20dA,460.0,470.0,/m/0l14j_
401614,6T1vddKXL4s,0.0,10.0,/m/0l14j_
401623,6T2VhueECY8,0.0,10.0,/m/0l14j_
401631,6T3QxcfMHTg,30.0,40.0,/m/0l14j_
402196,6Tu2yxzv9fg,10.0,20.0,/m/0l14j_
402646,6UZhf8BhF9M,0.0,10.0,/m/0l14j_
403294,6VcCvgKSfkM,30.0,40.0,/m/0l14j_
403871,6WSHb1gQUck,30.0,40.0,/m/0l14j_
404154,6Wt6CtaPlMw,30.0,40.0,/m/0l14j_
404324,6X8hkgljx2E,380.0,390.0,/m/0l14j_
404887,6Y-gG5QDpDQ,290.0,300.0,/m/0l14j_
404918,6Y2PYdfs96M,30.0,40.0,/m/0l14j_
405087,6YHBxXxUc44,170.0,180.0,/m/0l14j_
405439,6YpCQWQdN_U,320.0,330.0,/m/0l14j_
405483,6YsW7OBIQVQ,30.0,40.0,/m/0l14j_
405620,6Z2OpmInEXc,90.0,100.0,/m/0l14j_
406963,6a7TGCoe7JY,30.0,40.0,/m/0l14j_
407851,6bRtvl6T1is,30.0,40.0,/m/0l14j_
408280,6c90ap6_FGg,130.0,140.0,/m/0l14j_
409722,6eRAXhYSLlM,0.0,10.0,/m/0l14j_
410160,6f3F_DLIHcI,40.0,50.0,/m/0l14j_
411024,6gNHLLqijBY,120.0,130.0,/m/0l14j_
411343,6gppOABQhKE,80.0,90.0,/m/0l14j_
411376,6gs-TVoXtfo,40.0,50.0,/m/0l14j_
411785,6hTJNScmlXA,30.0,40.0,/m/0l14j_
412557,6idv6eJA2iQ,0.0,10.0,/m/0l14j_
412784,6j-_OII5E9s,190.0,200.0,/m/0l14j_
413202,6jaKVVMkP-8,300.0,310.0,/m/0l14j_
413724,6kP4EMmuKt0,130.0,140.0,/m/0l14j_
413757,6kRoZF0DS68,30.0,40.0,/m/0l14j_
413786,6kUBU2H5Sh4,150.0,160.0,/m/0l14j_
413880,6kbsQfMm-8A,350.0,360.0,/m/0l14j_
415379,6mpjoBo39HI,30.0,40.0,/m/0l14j_
415385,6mq_WZxEp5M,120.0,130.0,/m/0l14j_
415665,6nHkAihcTyU,30.0,40.0,/m/0l14j_
415789,6nSvIw-6eek,30.0,40.0,/m/0l14j_
417296,6piTteNVCLg,560.0,570.0,/m/0l14j_
417976,6qhhiLsPWaw,80.0,90.0,/m/0l14j_
418351,6rJaHEG-hq8,280.0,290.0,/m/0l14j_
418755,6rxHNzR9KbI,40.0,50.0,/m/0l14j_
419408,6sxqGFvYe1g,0.0,10.0,/m/0l14j_
419624,6tEgmCONJd0,160.0,170.0,/m/0l14j_
419710,6tM2L18cTNs,30.0,40.0,/m/0l14j_
420636,6unGkpZbA3M,30.0,40.0,/m/0l14j_
421611,6wCtHaHI7wk,70.0,80.0,/m/0l14j_
422880,6y9iusV_1mU,90.0,100.0,/m/0l14j_
423061,6yRGiCz6j4E,30.0,40.0,/m/0l14j_
423366,6yxUozb0AN0,50.0,60.0,/m/0l14j_
423656,6zOLJsF9bow,60.0,70.0,/m/0l14j_
424963,70KjZcccLwM,200.0,210.0,/m/0l14j_
426839,736CZQj4Z_o,140.0,150.0,/m/0l14j_
426917,73DSSsJ9hC8,30.0,40.0,/m/0l14j_
427076,73SlEMYClbA,30.0,40.0,/m/0l14j_
427395,73xWQlP9rSI,30.0,40.0,/m/0l14j_
427459,743tFCUqHMo,30.0,40.0,/m/0l14j_
428838,76F4Nj02VuQ,30.0,40.0,/m/0l14j_
428879,76IvMFh8ZN4,30.0,40.0,/m/0l14j_
430442,78h2qjxDD7I,0.0,10.0,/m/0l14j_
430784,79EDgQCoU4k,310.0,320.0,/m/0l14j_
430785,79EOqY06yJ8,30.0,40.0,/m/0l14j_
430908,79PrEnq5ySQ,30.0,40.0,/m/0l14j_
431895,7Aw7ZSq8jHk,30.0,40.0,/m/0l14j_
431955,7B0d8RKydF4,310.0,320.0,/m/0l14j_
431980,7B2qRPVuOf8,30.0,40.0,/m/0l14j_
432037,7B864vN1C7w,80.0,90.0,/m/0l14j_
432417,7BghPPAcw7E,30.0,40.0,/m/0l14j_
432729,7CBGt26MXgw,30.0,40.0,/m/0l14j_
433755,7DkqmSdkAeA,20.0,30.0,/m/0l14j_
434510,7EzQfpqk4Bk,20.0,30.0,/m/0l14j_
434801,7FRf3MvR_tM,10.0,20.0,/m/0l14j_
434865,7FW_Yd-QkqQ,50.0,60.0,/m/0l14j_
435115,7FuVFpjygKU,310.0,320.0,/m/0l14j_
435504,7GTJx3j9GQM,10.0,20.0,/m/0l14j_
436602,7I8NwQLXgT8,30.0,40.0,/m/0l14j_
436829,7IUUGzJXyJc,100.0,110.0,/m/0l14j_
436862,7IXNSpWogBA,520.0,530.0,/m/0l14j_
437029,7Ini68YIcts,100.0,110.0,/m/0l14j_
437547,7J_64nTOclo,120.0,130.0,/m/0l14j_
438118,7KROGf0zNgw,10.0,20.0,/m/0l14j_
438455,7KwHKpgBQ0c,50.0,60.0,/m/0l14j_
439154,7M2Wcec0zMk,40.0,50.0,/m/0l14j_
440190,7NcQSgaeUd4,20.0,30.0,/m/0l14j_
441026,7OvS4p7Ste0,160.0,170.0,/m/0l14j_
442334,7QxCcTU0Qo8,0.0,10.0,/m/0l14j_
442534,7RGPW2K9FQ4,30.0,40.0,/m/0l14j_
443373,7SUAOWUcExg,30.0,40.0,/m/0l14j_
443691,7Sx55SxCMBQ,30.0,40.0,/m/0l14j_
443883,7TFE4CDctnY,20.0,30.0,/m/0l14j_
445008,7V-2LkiMXvY,30.0,40.0,/m/0l14j_
445129,7VBD--5p16E,90.0,100.0,/m/0l14j_
445304,7VRr2Qsa_yA,130.0,140.0,/m/0l14j_
445355,7VWQWLn4Qs4,260.0,270.0,/m/0l14j_
445396,7V_d1gWy3QU,130.0,140.0,/m/0l14j_
445916,7WSxCMkuMho,70.0,80.0,/m/0l14j_
446248,7Wy-PRuiHig,30.0,40.0,/m/0l14j_
446521,7XMsIJMdlLY,110.0,120.0,/m/0l14j_
447728,7Z7j_RXe_a0,20.0,30.0,/m/0l14j_
450685,7cjIi4oGwy8,30.0,40.0,/m/0l14j_
450740,7co5a_nAn_4,30.0,40.0,/m/0l14j_
450879,7d2W-2tmJ-o,0.0,10.0,/m/0l14j_
451094,7dQJPilhlNU,130.0,140.0,/m/0l14j_
451207,7dahprdZLmU,70.0,80.0,/m/0l14j_
452495,7f_IRXXRuHs,470.0,480.0,/m/0l14j_
453892,7hlNPe7gneA,80.0,90.0,/m/0l14j_
454022,7hx_WbtCvO4,130.0,140.0,/m/0l14j_
454217,7iF4V1nyTOU,30.0,40.0,/m/0l14j_
455429,7k5pJk_tMMY,0.0,10.0,/m/0l14j_
455649,7kRhH--Dw8g,10.0,20.0,/m/0l14j_
455968,7kudYG4rAsA,30.0,40.0,/m/0l14j_
456214,7lIbTrmIu-c,220.0,230.0,/m/0l14j_
456947,7mQB6zDPDtc,30.0,40.0,/m/0l14j_
457115,7mgd7q5atco,30.0,40.0,/m/0l14j_
457514,7nKZMz1Q6UM,0.0,10.0,/m/0l14j_
457529,7nMYRX_DAyI,20.0,30.0,/m/0l14j_
457564,7nPxmqvLETI,120.0,130.0,/m/0l14j_
458076,7oH-Bw8yeGA,110.0,120.0,/m/0l14j_
458662,7p9iwd38Xj4,30.0,40.0,/m/0l14j_
458747,7pHkO8n4KfI,8.0,18.0,/m/0l14j_
459817,7r3V7Uj-1iY,150.0,160.0,/m/0l14j_
460085,7rTWvlvse5s,30.0,40.0,/m/0l14j_
461441,7tbCdm0uMSI,120.0,130.0,/m/0l14j_
462230,7utqyrYNk6s,290.0,300.0,/m/0l14j_
462496,7vMOLyk0xtI,0.0,10.0,/m/0l14j_
462870,7vvWH1QQM30,380.0,390.0,/m/0l14j_
463011,7w8BMpJg7Fk,30.0,40.0,/m/0l14j_
463092,7wJ-7XhRSuY,210.0,220.0,/m/0l14j_
465155,7zaj72SK3do,20.0,30.0,/m/0l14j_
465218,7zhL6oK-53k,20.0,30.0,/m/0l14j_
465771,8-_rvnoUitI,50.0,60.0,/m/0l14j_
466265,80OTaZArFRM,560.0,570.0,/m/0l14j_
468278,83bVjnN_8kU,30.0,40.0,/m/0l14j_
468283,83c4VxerPmM,120.0,130.0,/m/0l14j_
468287,83c_4aFOqg8,20.0,30.0,/m/0l14j_
469026,84lQywTrRFk,10.0,20.0,/m/0l14j_
469462,85TfdwPW8cQ,40.0,50.0,/m/0l14j_
469647,85kmudXDN7E,30.0,40.0,/m/0l14j_
470260,86igHp6NtjU,160.0,170.0,/m/0l14j_
470702,87QE2sLm8vA,90.0,100.0,/m/0l14j_
471010,87tJJkictMg,0.0,10.0,/m/0l14j_
471365,88UIZEv_I_4,70.0,80.0,/m/0l14j_
472063,89b8NYVTxh0,320.0,330.0,/m/0l14j_
472491,8AIab9QGJ3I,30.0,40.0,/m/0l14j_
473405,8Bmx1piUxmY,240.0,250.0,/m/0l14j_
473457,8BtlTmmvDOQ,70.0,80.0,/m/0l14j_
473746,8CO-uQLGqUk,70.0,80.0,/m/0l14j_
473980,8Cl4-4oXmuo,30.0,40.0,/m/0l14j_
474089,8CturCnvMsM,110.0,120.0,/m/0l14j_
474139,8CyCWyM2EbE,30.0,40.0,/m/0l14j_
474209,8D4o8IBFqIM,60.0,70.0,/m/0l14j_
474330,8DHG_hVSw1o,30.0,40.0,/m/0l14j_
474671,8Do9Q0BpD2A,30.0,40.0,/m/0l14j_
475056,8EOgqP6FHy4,200.0,210.0,/m/0l14j_
475373,8EwExULf9fw,90.0,100.0,/m/0l14j_
475477,8F5vPGJWcqA,30.0,40.0,/m/0l14j_
476399,8GZ-ijk-sHQ,80.0,90.0,/m/0l14j_
478179,8JLwjQRhND0,210.0,220.0,/m/0l14j_
478362,8JcqUurIipA,30.0,40.0,/m/0l14j_
479189,8L0jxsY1y4Q,0.0,10.0,/m/0l14j_
479500,8LYaJfBtYO0,130.0,140.0,/m/0l14j_
480543,8NIZ9ZxpqOE,40.0,50.0,/m/0l14j_
482481,8QMhM2lyUnU,140.0,150.0,/m/0l14j_
482508,8QPQUR-ydkA,10.0,20.0,/m/0l14j_
483219,8RSNqZGjyfo,0.0,10.0,/m/0l14j_
485673,8VPvr7rtIww,30.0,40.0,/m/0l14j_
486180,8WDZg7iEJUo,30.0,40.0,/m/0l14j_
486379,8WWFzpUuIuc,250.0,260.0,/m/0l14j_
487468,8YH8nmfPXoE,50.0,60.0,/m/0l14j_
487966,8Z66WR8eKv0,30.0,40.0,/m/0l14j_
488039,8ZEUDnpfcDI,0.0,10.0,/m/0l14j_
488152,8ZPQdIvfTjU,20.0,30.0,/m/0l14j_
489865,8b8YGFJUvms,340.0,350.0,/m/0l14j_
490655,8cSJJkKq2XQ,0.0,10.0,/m/0l14j_
491394,8dhruPvWDXI,120.0,130.0,/m/0l14j_
491835,8eQTPtkn98o,20.0,30.0,/m/0l14j_
492284,8fBNPie0n_U,0.0,10.0,/m/0l14j_
492412,8fOZhQ8RCqc,10.0,20.0,/m/0l14j_
493265,8giNHGfplcY,30.0,40.0,/m/0l14j_
494068,8hzhy7iHAlA,50.0,60.0,/m/0l14j_
494167,8iAB1G4zvwM,110.0,120.0,/m/0l14j_
495001,8jXfaDPa2aM,170.0,180.0,/m/0l14j_
495676,8kbck9qawmY,550.0,560.0,/m/0l14j_
497393,8nW2wQ3d3W8,0.0,10.0,/m/0l14j_
499942,8rZvE6Z8ATc,80.0,90.0,/m/0l14j_
500120,8rrO4Hy9yKU,30.0,40.0,/m/0l14j_
500348,8sD9vFpw5c8,30.0,40.0,/m/0l14j_
501780,8uWuklsHHzk,110.0,120.0,/m/0l14j_
502547,8vlasdsjsrc,30.0,40.0,/m/0l14j_
503911,8xxTgfizFV4,20.0,30.0,/m/0l14j_
505805,9048eJgBprg,180.0,190.0,/m/0l14j_
506127,90c8Y8nia_U,290.0,300.0,/m/0l14j_
506157,90g2IF4K5xo,20.0,30.0,/m/0l14j_
508003,93dr5_uLBz0,10.0,20.0,/m/0l14j_
508281,945e7eCnShA,200.0,210.0,/m/0l14j_
509179,95U4iEWq6ro,30.0,40.0,/m/0l14j_
509755,96MYPyIeP88,80.0,90.0,/m/0l14j_
509863,96ZPKEUIiSs,10.0,20.0,/m/0l14j_
510213,977_I4jUAaQ,20.0,30.0,/m/0l14j_
510484,97c-3s6al4U,19.0,29.0,/m/0l14j_
511392,997Uw6mBMMc,110.0,120.0,/m/0l14j_
511734,99d5YRxgPqg,60.0,70.0,/m/0l14j_
512040,9A7bDfDBTLc,90.0,100.0,/m/0l14j_
512681,9BC919nE0vk,80.0,90.0,/m/0l14j_
512740,9BIrzbI8mLo,30.0,40.0,/m/0l14j_
513181,9C0PRSlQpuY,100.0,110.0,/m/0l14j_
513198,9C1o0cOFSbY,30.0,40.0,/m/0l14j_
513332,9CFQrLNOcXs,30.0,40.0,/m/0l14j_
513414,9CNvaRbaR8M,20.0,30.0,/m/0l14j_
514351,9DwH5vzn_Eg,0.0,10.0,/m/0l14j_
514763,9Ef4nNlF59g,30.0,40.0,/m/0l14j_
515085,9F9oHU266kk,70.0,80.0,/m/0l14j_
516155,9Gu8Smz5Spo,120.0,130.0,/m/0l14j_
516572,9H_YDoOIe2I,30.0,40.0,/m/0l14j_
517402,9J-2b4dpO14,30.0,40.0,/m/0l14j_
517673,9JV035UNlIA,20.0,30.0,/m/0l14j_
519272,9M4zkAXL1P0,100.0,110.0,/m/0l14j_
519669,9MhacGVLs2g,460.0,470.0,/m/0l14j_
519678,9MiiMqBCtjI,30.0,40.0,/m/0l14j_
520256,9NiWHfKDJog,110.0,120.0,/m/0l14j_
520325,9NoLczZIVHg,180.0,190.0,/m/0l14j_
520479,9O3VZQz_nIs,50.0,60.0,/m/0l14j_
521300,9PRdUMjUgxY,0.0,10.0,/m/0l14j_
522027,9QdV_hikZh0,0.0,10.0,/m/0l14j_
522210,9QwztaDGbGo,30.0,40.0,/m/0l14j_
522783,9RshwMfKMvA,20.0,30.0,/m/0l14j_
522899,9S3cNKEOWzE,140.0,150.0,/m/0l14j_
524301,9UMXihPvdC8,30.0,40.0,/m/0l14j_
527114,9Z6P-HH4PAc,270.0,280.0,/m/0l14j_
527661,9ZwPvBLiadY,50.0,60.0,/m/0l14j_
528624,9aXdvaZ-rDU,120.0,130.0,/m/0l14j_
529222,9bZW88kSRio,0.0,10.0,/m/0l14j_
529792,9cZpAn479hc,200.0,210.0,/m/0l14j_
532201,9gZpT6I7MF0,170.0,180.0,/m/0l14j_
532593,9hFWBZf2b0w,360.0,370.0,/m/0l14j_
532620,9hI00UlUweU,90.0,100.0,/m/0l14j_
532633,9hJfh0xJ81M,20.0,30.0,/m/0l14j_
533985,9jUtZRbn_z0,250.0,260.0,/m/0l14j_
534059,9jcDi5JtYZQ,30.0,40.0,/m/0l14j_
534414,9kEhg1pdevM,30.0,40.0,/m/0l14j_
535024,9lFp8rtx3E8,30.0,40.0,/m/0l14j_
535204,9lZTy_BdfPw,60.0,70.0,/m/0l14j_
535358,9lpDKYDTmXo,130.0,140.0,/m/0l14j_
535493,9m39e7y-DP0,30.0,40.0,/m/0l14j_
535732,9mQrJd4sKcg,30.0,40.0,/m/0l14j_
535745,9mRuYwBkKO4,30.0,40.0,/m/0l14j_
536045,9my9sshakIA,140.0,150.0,/m/0l14j_
536103,9n38mY_DWZs,20.0,30.0,/m/0l14j_
538396,9qskJrAmqJA,30.0,40.0,/m/0l14j_
538557,9r6D33azFdo,420.0,430.0,/m/0l14j_
539190,9s9VL-F5ns0,20.0,30.0,/m/0l14j_
539452,9sZ8GN5eHTo,170.0,180.0,/m/0l14j_
539841,9t7qZuyEmwk,10.0,20.0,/m/0l14j_
539943,9tHcx9H-NLs,30.0,40.0,/m/0l14j_
540324,9tw4DC-xWUQ,34.0,44.0,/m/0l14j_
541467,9vl-DAxKsRg,30.0,40.0,/m/0l14j_
541609,9w0b-K7vkf8,100.0,110.0,/m/0l14j_
542145,9wsYqeynwDc,30.0,40.0,/m/0l14j_
542215,9wzqjgU3WOo,80.0,90.0,/m/0l14j_
543189,9yeboaqB8Pw,370.0,380.0,/m/0l14j_
545408,A19hAwlbiTQ,70.0,80.0,/m/0l14j_
545764,A1nxvnRZnZM,30.0,40.0,/m/0l14j_
547681,A4kG7MyqP4k,70.0,80.0,/m/0l14j_
547876,A50GSpPTVD0,30.0,40.0,/m/0l14j_
548236,A5Xn_5QR5fQ,240.0,250.0,/m/0l14j_
548335,A5grtRzA9Lk,30.0,40.0,/m/0l14j_
548659,A6DHLXMEDXY,130.0,140.0,/m/0l14j_
548756,A6NjjY-5lxY,60.0,70.0,/m/0l14j_
549075,A6t7XJnYfXY,0.0,10.0,/m/0l14j_
549534,A7bi5qCIZ-E,30.0,40.0,/m/0l14j_
553570,ADPLGH80Lbo,110.0,120.0,/m/0l14j_
555031,AFOWhaBAAY8,30.0,40.0,/m/0l14j_
555153,AFZdAW4g65A,0.0,10.0,/m/0l14j_
555200,AFcUmLxRWXA,30.0,40.0,/m/0l14j_
557253,AIUzxB-LY9s,30.0,40.0,/m/0l14j_
557319,AIaj4L7rwpE,30.0,40.0,/m/0l14j_
557416,AIkMne2XOkI,70.0,80.0,/m/0l14j_
557449,AInJbet27YM,30.0,40.0,/m/0l14j_
557617,AJ2bWRFWt3s,160.0,170.0,/m/0l14j_
557851,AJM_otcRhKc,20.0,30.0,/m/0l14j_
558585,AKQK5An2Iok,200.0,210.0,/m/0l14j_
559029,AL2mw4LuhLc,30.0,40.0,/m/0l14j_
559499,ALiPd2HprtE,30.0,40.0,/m/0l14j_
559606,ALsQX3KHkR0,0.0,10.0,/m/0l14j_
560852,ANbbuB9az4U,30.0,40.0,/m/0l14j_
561243,AOBOJOxwZLU,30.0,40.0,/m/0l14j_
561784,AOw_v3u8YdI,30.0,40.0,/m/0l14j_
562264,APcGrMxZI6A,80.0,90.0,/m/0l14j_
562658,AQArQfVVczk,70.0,80.0,/m/0l14j_
562728,AQIFspSkflw,30.0,40.0,/m/0l14j_
562963,AQdBJDPn9uE,90.0,100.0,/m/0l14j_
564112,ASJ8WzuwJc4,30.0,40.0,/m/0l14j_
564203,ASRScj0No5U,24.8,34.8,/m/0l14j_
564923,ATVFvjuR_pU,100.3,110.3,/m/0l14j_
565005,ATcUR0_hlJA,140.0,150.0,/m/0l14j_
565056,AThQcDKvi0Y,30.0,40.0,/m/0l14j_
565438,AUG7Yo9H5QA,70.0,80.0,/m/0l14j_
566328,AVi60K_715Q,30.0,40.0,/m/0l14j_
566435,AVsnW9Oqu8A,200.0,210.0,/m/0l14j_
566820,AWQsYKbbWWw,30.0,40.0,/m/0l14j_
566835,AWSha3iCrYA,0.0,10.0,/m/0l14j_
566891,AWXdEhWIqGI,120.0,130.0,/m/0l14j_
567012,AWjn-l0gzOM,130.0,140.0,/m/0l14j_
567079,AWqCu09-yiM,30.0,40.0,/m/0l14j_
567895,AY256aRZ3Rs,220.0,230.0,/m/0l14j_
568137,AYOsjFFCBBw,30.0,40.0,/m/0l14j_
568320,AYgG8QOOTaA,20.0,30.0,/m/0l14j_
568607,AZ9r_5gqqeo,120.0,130.0,/m/0l14j_
569746,A_uct8zDE50,10.0,20.0,/m/0l14j_
569877,Aa7sOmSTJAw,0.0,10.0,/m/0l14j_
570645,AbIqK7Dy9Mo,240.0,250.0,/m/0l14j_
571161,Ac8indaelJY,30.0,40.0,/m/0l14j_
571194,AcBbL6mj4ks,90.0,100.0,/m/0l14j_
571700,Ad-_veqbJGU,30.0,40.0,/m/0l14j_
572185,AdlmdCB_rkA,30.0,40.0,/m/0l14j_
572913,Aeta3gnGqrs,20.0,30.0,/m/0l14j_
573921,AgNj1b8jCpA,50.0,60.0,/m/0l14j_
